improvement,eval,angles_deg,objective
0,1,109;247;277;278,107660.030731
1,3,119;247;277;278,104173.228688
2,11,129;247;277;278,102151.196454
3,19,139;247;277;278,101755.534375
4,20,129;237;277;278,101174.649072
5,24,129;247;277;268,100697.108831
6,25,129;247;277;288,100538.200561
7,27,139;247;277;288,99625.260816
8,29,129;257;277;288,99272.899526
9,35,139;257;277;288,97855.736141
10,43,149;257;277;288,97638.454950
11,57,149;257;277;298,97131.659932
12,65,149;257;277;308,95494.662583
13,84,172;256;277;324,95412.399037
14,153,171;256;272;306,93061.599585
