improvement,eval,angles_deg,objective
0,1,40;64;231;328,103133.507561
1,5,40;69;231;328,102187.884961
2,6,40;64;226;328,98935.083650
3,12,40;64;226;323,98704.115309
4,17,40;69;226;328,97901.057642
5,22,40;69;226;323,97876.082917
6,24,35;69;226;328,97773.930192
7,53,29;80;222;323,97719.569407
8,55,24;80;222;328,97590.820617
9,56,34;80;222;328,97586.596802
10,65,34;80;222;323,97391.394127
11,70,39;80;222;323,97316.724268
12,88,32;80;226;317,95767.457966
13,96,27;80;226;317,95595.757444
14,97,37;80;226;317,95595.569179
15,101,42;80;226;317,95329.217325
