improvement,eval,angles_deg,objective
0,1,27;36;223;249,131979.726849
1,3,27;46;223;249,130274.261095
2,6,17;36;223;249,123997.880273
3,9,27;36;223;259,123770.400135
4,10,17;36;223;259,117240.727457
5,15,27;36;223;269,116782.783656
6,19,27;36;233;269,116593.229600
7,20,17;36;223;269,111594.590879
8,23,27;36;223;279,110308.876399
9,27,27;36;223;289,108365.151224
10,30,17;36;223;279,106918.103083
11,37,17;36;223;289,105993.916896
12,38,7;36;223;279,104429.455802
13,47,7;36;223;289,104428.352439
14,48,357;36;223;279,100663.188301
15,50,347;36;223;279,99743.148292
16,62,337;36;223;279,97128.541346
17,70,327;36;223;279,95895.234833
18,76,317;36;223;279,95596.904470
