improvement,eval,angles_deg,objective
0,1,35;160;250;345,103979.676688
1,2,30;160;250;345,103948.230961
2,4,35;155;250;345,103314.424220
3,7,35;160;255;345,101616.096030
4,10,30;160;255;345,101588.809486
5,11,40;160;255;345,101554.640714
6,12,35;155;255;345,100946.047805
7,16,35;160;255;340,100077.670087
8,18,30;160;255;340,99916.461573
9,19,40;160;255;340,99798.379462
10,24,35;160;255;335,99312.147557
11,27,40;160;255;335,99294.691658
12,32,35;160;255;330,98607.932604
13,34,30;160;255;330,98437.530855
14,40,35;160;255;325,98151.548908
15,42,30;160;255;325,97867.522413
16,63,38;160;257;331,96509.148067
17,67,33;160;257;331,96491.705580
18,69,38;155;257;331,96482.099632
19,73,38;160;257;326,95924.851014
20,76,43;160;257;326,95790.561549
21,81,38;160;257;321,95542.406127
22,86,38;165;257;321,95414.094462
23,89,38;160;257;316,95409.965606
24,94,38;165;257;316,95227.586930
25,97,38;160;257;311,95178.747489
26,99,33;160;257;311,95072.851843
27,164,33;169;270;309,94259.715628
28,190,35;169;258;307,94199.386125
29,197,40;169;258;312,94112.562208
30,198,35;169;258;312,94027.126694
31,205,40;169;258;317,93644.759222
32,206,35;169;258;317,93549.464389
33,214,30;169;258;317,93484.543519
34,339,27;169;272;323,93360.306899
35,347,32;169;272;323,93344.726958
36,364,28;177;272;316,93321.789895
