eval,angles_deg,objective,cached,ronda,tenure,prohibido,aceptado
1,113;162;167;271,99043.230967,false,0,,,
2,108;162;167;271,98869.886479,false,1,5,False,True
3,118;162;167;271,98763.605489,false,1,5,False,True
4,113;162;167;271,99043.230967,true,2,5,False,True
5,123;162;167;271,97973.742791,false,2,5,False,True
6,118;162;167;271,98763.605489,true,3,5,True,True
7,128;162;167;271,97974.888191,false,3,5,False,True
8,123;157;167;271,97198.122945,false,4,5,False,True
9,118;157;167;271,97430.889122,false,4,5,False,False
10,128;157;167;271,97356.241072,false,4,5,False,False
11,123;152;167;271,96879.579793,false,4,5,False,True
12,118;152;167;271,96769.684751,false,5,5,False,True
13,128;152;167;271,97432.055682,false,5,5,False,False
14,123;147;167;271,95708.930569,false,5,5,False,True
15,118;147;167;271,95660.114623,false,6,5,False,True
16,128;147;167;271,96085.694747,false,6,5,False,False
17,123;142;167;271,93557.504993,false,6,5,False,True
18,118;142;167;271,93754.001466,false,7,5,False,True
19,128;142;167;271,93637.890934,false,7,5,False,True
20,123;137;167;271,96064.544146,false,8,5,False,True
21,123;147;167;271,95708.930569,true,8,5,True,False
22,123;142;162;271,95639.862634,false,8,5,False,True
23,123;142;172;271,94323.436848,false,9,5,False,True
24,123;142;167;266,96749.001446,false,9,5,False,False
25,123;142;167;276,96562.341870,false,9,5,False,False
26,118;142;167;271,93754.001466,true,9,5,False,True
27,128;142;167;271,93637.890934,true,10,5,True,True
28,123;137;167;271,96064.544146,true,10,5,False,False
29,123;147;167;271,95708.930569,true,10,5,True,False
30,123;142;162;271,95639.862634,true,10,5,True,False
31,123;142;172;271,94323.436848,true,10,5,False,False
32,123;142;167;266,96749.001446,true,10,5,False,False
33,123;142;167;276,96562.341870,true,10,5,False,False
34,118;142;167;271,93754.001466,true,10,5,True,False
35,128;142;167;271,93637.890934,true,11,6,True,True
36,123;137;167;271,96064.544146,true,11,6,False,False
37,123;147;167;271,95708.930569,true,11,6,True,False
38,123;142;162;271,95639.862634,true,11,6,True,False
39,123;142;172;271,94323.436848,true,11,6,False,False
40,123;142;167;266,96749.001446,true,11,6,False,False
