improvement,eval,angles_deg,objective
0,1,20;35;55;220,150183.332532
1,2,15;35;55;220,143917.534946
2,3,10;35;55;220,138409.230559
3,4,5;35;55;220,131650.802614
4,5,0;35;55;220,124553.979240
5,6,355;35;55;220,119772.320585
6,7,350;35;55;220,113536.512975
7,8,345;35;55;220,109500.019330
8,9,340;35;55;220,106408.983888
9,10,335;35;55;220,104427.136038
10,11,330;35;55;220,102909.356089
11,17,330;35;60;220,102791.656852
12,18,325;35;60;220,102323.498351
13,24,325;35;65;220,102212.005610
14,26,330;35;65;220,102186.357292
15,32,330;35;70;220,101578.620942
16,33,325;35;70;220,101312.473426
17,34,320;35;70;220,101240.327290
18,38,320;40;70;220,101171.040831
19,46,320;40;70;225,98545.412725
20,49,320;35;70;225,98479.507081
21,51,325;35;70;225,98329.073767
