improvement,eval,angles_deg,objective
0,1,60;70;245;265,121994.917896
1,2,60;80;245;265,118312.791191
2,3,50;80;245;265,116696.734003
3,5,50;80;245;275,111666.325708
4,7,50;80;255;275,111570.738800
5,9,50;90;255;275,109392.177339
6,13,50;90;255;285,107437.351646
7,15,50;90;255;295,104270.449111
8,17,50;90;255;305,100596.487142
9,18,40;90;255;305,100470.752817
10,22,40;90;255;315,99405.055260
11,24,40;100;255;315,96915.039827
12,30,40;100;255;325,96583.644306
13,34,50;100;255;325,96366.716608
