eval,angles_deg,objective,cached,ronda,tenure,prohibido,aceptado
1,80;115;265;280,104235.115667,false,0,,,
2,75;115;265;280,105304.488334,false,1,5,False,True
3,85;115;265;280,106927.706467,false,1,5,False,False
4,80;110;265;280,105427.770389,false,1,5,False,False
5,80;120;265;280,103265.214901,false,1,5,False,True
6,80;115;260;280,104656.915243,false,1,5,False,False
7,80;115;270;280,102221.943224,false,1,5,False,True
8,80;115;265;275,104374.802107,false,1,5,False,False
9,80;115;265;285,105453.775725,false,1,5,False,False
10,75;115;270;280,102955.557548,false,2,5,False,True
11,85;115;270;280,105160.390906,false,2,5,False,False
12,80;110;270;280,103926.047411,false,2,5,False,False
13,80;120;270;280,101077.084732,false,2,5,False,True
14,80;115;265;280,104235.115667,true,2,5,False,False
15,80;115;275;280,102560.512694,false,2,5,False,False
16,80;115;270;275,103034.694925,false,2,5,False,False
17,80;115;270;285,103181.089008,false,2,5,False,False
18,75;120;270;280,101727.067965,false,3,5,False,True
19,85;120;270;280,104081.550666,false,3,5,False,False
20,80;115;270;280,102221.943224,true,3,5,True,False
21,80;125;270;280,99011.806296,false,3,5,False,True
22,80;120;265;280,103265.214901,true,3,5,False,False
23,80;120;275;280,101451.219398,false,3,5,False,False
24,80;120;270;275,101967.858844,false,3,5,False,False
25,80;120;270;285,102022.532445,false,3,5,False,False
26,75;125;270;280,99912.074148,false,4,5,False,True
27,85;125;270;280,102146.901326,false,4,5,False,False
28,80;120;270;280,101077.084732,true,4,5,True,False
29,80;130;270;280,98626.873186,false,4,5,False,True
30,80;125;265;280,101213.498727,false,4,5,False,False
31,80;125;275;280,99411.882005,false,4,5,False,False
32,80;125;270;275,100138.608028,false,4,5,False,False
33,80;125;270;285,100161.482186,false,4,5,False,False
34,75;130;270;280,100014.177463,false,5,5,False,True
35,85;130;270;280,101379.368847,false,5,5,False,False
36,80;125;270;280,99011.806296,true,5,5,True,False
37,80;135;270;280,96745.889395,false,5,5,False,True
38,80;130;265;280,100589.595236,false,5,5,False,False
39,80;130;275;280,98896.607526,false,5,5,False,False
40,80;130;270;275,99840.212898,false,5,5,False,False
41,80;130;270;285,99707.540602,false,5,5,False,False
42,75;135;270;280,98123.412771,false,6,5,False,True
43,85;135;270;280,99710.536649,false,6,5,False,False
44,80;130;270;280,98626.873186,true,6,5,True,False
45,80;140;270;280,93150.803239,false,6,5,False,True
46,80;135;265;280,98809.796777,false,6,5,False,False
47,80;135;275;280,97180.420375,false,6,5,False,False
48,80;135;270;275,97930.055737,false,6,5,False,False
49,80;135;270;285,97808.368678,false,6,5,False,False
50,75;140;270;280,94146.454019,false,7,5,False,True
51,85;140;270;280,95730.163450,false,7,5,False,False
52,80;135;270;280,96745.889395,true,7,5,True,False
53,80;145;270;280,96316.543530,false,7,5,False,False
54,80;140;265;280,94483.103176,false,7,5,False,False
55,80;140;275;280,93319.057412,false,7,5,False,True
56,80;140;270;275,93981.019609,false,7,5,False,False
57,80;140;270;285,93644.154078,false,7,5,False,False
58,75;140;270;280,94146.454019,true,8,5,False,True
59,85;140;270;280,95730.163450,true,8,5,False,False
60,80;135;270;280,96745.889395,true,8,5,True,False
61,80;145;270;280,96316.543530,true,8,5,False,False
62,80;140;265;280,94483.103176,true,8,5,False,False
63,80;140;275;280,93319.057412,true,8,5,True,False
64,80;140;270;275,93981.019609,true,8,5,False,True
65,80;140;270;285,93644.154078,true,8,5,False,True
66,75;140;270;280,94146.454019,true,9,5,False,True
67,85;140;270;280,95730.163450,true,9,5,False,False
68,80;135;270;280,96745.889395,true,9,5,True,False
69,80;145;270;280,96316.543530,true,9,5,False,False
70,80;140;265;280,94483.103176,true,9,5,False,False
71,80;140;275;280,93319.057412,true,9,5,True,False
72,80;140;270;275,93981.019609,true,9,5,False,True
73,80;140;270;285,93644.154078,true,9,5,True,False
74,75;140;270;280,94146.454019,true,10,5,False,True
