improvement,eval,angles_deg,objective
0,1,40;90;115;245,104046.261397
1,2,35;90;115;245,103966.470832
2,6,35;95;115;245,102086.853896
3,10,35;100;115;245,101977.597630
4,14,35;105;115;245,101389.426938
5,16,40;105;115;245,101365.706820
6,22,40;105;120;245,100641.979990
7,28,40;105;125;245,99276.820074
8,34,40;105;130;245,98715.944016
9,40,40;105;135;245,97070.819818
10,46,40;105;140;245,93397.464253
11,47,35;105;140;245,93378.412894
12,54,35;105;140;240,93058.454755
13,61,35;105;140;235,92948.198207
14,68,35;105;140;230,92637.907282
15,69,30;105;140;230,92637.166817
16,70,25;105;140;230,92514.822832
17,71,20;105;140;230,92262.897661
18,72,15;105;140;230,91720.894718
19,79,15;105;140;225,90788.583744
20,139,19;102;140;218,90000.654605
21,147,19;102;140;223,89594.502953
22,148,14;102;140;223,89588.197051
23,278,3;102;141;229,88618.446729
