eval,angles_deg,objective,cached,ronda,tenure,prohibido,aceptado
1,184;242;317;323,100165.949997,false,0,,,
2,179;242;317;323,99031.301384,false,1,5,False,True
3,189;242;317;323,100924.589306,false,1,5,False,False
4,184;237;317;323,100967.207235,false,1,5,False,False
5,184;247;317;323,100721.437039,false,1,5,False,False
6,184;242;312;323,100293.483505,false,1,5,False,False
7,184;242;322;323,104360.727097,false,1,5,False,False
8,184;242;317;318,104845.437375,false,1,5,False,False
9,184;242;317;328,99203.456806,false,1,5,False,False
10,174;242;317;323,98360.383124,false,2,5,False,True
11,184;242;317;323,100165.949997,true,2,5,False,False
12,179;237;317;323,99877.484346,false,2,5,False,False
13,179;247;317;323,99790.291526,false,2,5,False,False
14,179;242;312;323,99180.929378,false,2,5,False,False
15,179;242;322;323,103186.224538,false,2,5,False,False
16,179;242;317;318,103694.786647,false,2,5,False,False
17,179;242;317;328,98161.664911,false,2,5,False,True
18,174;242;317;328,97682.164519,false,3,5,False,True
19,184;242;317;328,99203.456806,true,3,5,False,False
20,179;237;317;328,99032.292635,false,3,5,False,False
21,179;247;317;328,98969.878043,false,3,5,False,False
22,179;242;312;328,98542.636392,false,3,5,False,False
23,179;242;322;328,99917.203684,false,3,5,False,False
24,179;242;317;323,99031.301384,true,3,5,True,False
25,179;242;317;333,97974.031809,false,3,5,False,False
26,169;242;317;328,97053.630775,false,4,5,False,True
27,179;242;317;328,98161.664911,true,4,5,True,False
28,174;237;317;328,98611.091681,false,4,5,False,False
29,174;247;317;328,98586.441921,false,4,5,False,False
30,174;242;312;328,98226.282250,false,4,5,False,False
31,174;242;322;328,99472.448602,false,4,5,False,False
32,174;242;317;323,98360.383124,true,4,5,False,False
33,174;242;317;333,97982.604850,false,4,5,False,False
34,164;242;317;328,97719.911907,false,5,5,False,True
35,174;242;317;328,97682.164519,true,5,5,True,False
36,169;237;317;328,98106.702292,false,5,5,False,False
37,169;247;317;328,98099.265323,false,5,5,False,False
38,169;242;312;328,97780.064385,false,5,5,False,False
39,169;242;322;328,98550.552306,false,5,5,False,False
40,169;242;317;323,97264.199563,false,5,5,False,True
41,169;242;317;333,97634.652565,false,5,5,False,False
42,164;242;317;328,97719.911907,true,6,5,False,True
43,174;242;317;328,97682.164519,true,6,5,True,False
44,169;237;317;328,98106.702292,true,6,5,False,False
45,169;247;317;328,98099.265323,true,6,5,False,False
46,169;242;312;328,97780.064385,true,6,5,False,False
47,169;242;322;328,98550.552306,true,6,5,False,False
48,169;242;317;323,97264.199563,true,6,5,True,False
49,169;242;317;333,97634.652565,true,6,5,False,True
50,164;242;317;328,97719.911907,true,7,5,False,True
51,174;242;317;328,97682.164519,true,7,5,True,False
52,169;237;317;328,98106.702292,true,7,5,False,False
53,169;247;317;328,98099.265323,true,7,5,False,False
54,169;242;312;328,97780.064385,true,7,5,False,False
55,169;242;322;328,98550.552306,true,7,5,False,False
56,169;242;317;323,97264.199563,true,7,5,True,False
57,169;242;317;333,97634.652565,true,7,5,True,False
58,164;242;317;328,97719.911907,true,8,5,True,True
59,174;242;317;328,97682.164519,true,8,5,True,False
60,169;237;317;328,98106.702292,true,8,5,False,False
61,169;247;317;328,98099.265323,true,8,5,False,False
62,169;242;312;328,97780.064385,true,8,5,False,False
63,169;242;322;328,98550.552306,true,8,5,False,False
64,169;242;317;323,97264.199563,true,8,5,True,False
65,169;242;317;333,97634.652565,true,8,5,True,False
66,164;242;317;328,97719.911907,true,9,6,True,True
67,174;242;317;328,97682.164519,true,9,6,True,False
68,169;237;317;328,98106.702292,true,9,6,False,False
69,169;247;317;328,98099.265323,true,9,6,False,False
70,169;242;312;328,97780.064385,true,9,6,False,False
71,169;242;322;328,98550.552306,true,9,6,False,False
72,169;242;317;323,97264.199563,true,9,6,True,False
73,169;242;317;333,97634.652565,true,9,6,True,False
74,164;242;317;328,97719.911907,true,10,7,True,True
75,174;242;317;328,97682.164519,true,10,7,True,False
76,169;237;317;328,98106.702292,true,10,7,False,False
77,169;247;317;328,98099.265323,true,10,7,False,False
78,169;242;312;328,97780.064385,true,10,7,False,False
79,169;242;322;328,98550.552306,true,10,7,False,False
80,169;242;317;323,97264.199563,true,10,7,True,False
81,169;242;317;333,97634.652565,true,10,7,True,False
82,164;242;317;328,97719.911907,true,11,8,True,True
83,174;242;317;328,97682.164519,true,11,8,True,False
84,169;237;317;328,98106.702292,true,11,8,False,False
85,169;247;317;328,98099.265323,true,11,8,False,False
86,169;242;312;328,97780.064385,true,11,8,False,False
87,169;242;322;328,98550.552306,true,11,8,False,False
88,169;242;317;323,97264.199563,true,11,8,True,False
89,169;242;317;333,97634.652565,true,11,8,True,False
90,164;242;317;328,97719.911907,true,12,8,True,True
91,174;242;317;328,97682.164519,true,12,8,False,True
92,169;237;317;328,98106.702292,true,12,8,False,False
93,169;247;317;328,98099.265323,true,12,8,False,False
94,169;242;312;328,97780.064385,true,12,8,False,False
95,169;242;322;328,98550.552306,true,12,8,False,False
96,169;242;317;323,97264.199563,true,12,8,True,False
97,169;242;317;333,97634.652565,true,12,8,True,False
98,164;242;317;328,97719.911907,true,13,8,True,True
99,174;242;317;328,97682.164519,true,13,8,True,False
100,169;237;317;328,98106.702292,true,13,8,False,False
101,169;247;317;328,98099.265323,true,13,8,False,False
102,169;242;312;328,97780.064385,true,13,8,False,False
103,169;242;322;328,98550.552306,true,13,8,False,False
104,169;242;317;323,97264.199563,true,13,8,True,False
105,169;242;317;333,97634.652565,true,13,8,True,False
106,164;242;317;328,97719.911907,true,14,8,True,True
107,174;242;317;328,97682.164519,true,14,8,True,False
108,169;237;317;328,98106.702292,true,14,8,False,False
109,169;247;317;328,98099.265323,true,14,8,False,False
110,169;242;312;328,97780.064385,true,14,8,False,False
111,169;242;322;328,98550.552306,true,14,8,False,False
112,169;242;317;323,97264.199563,true,14,8,False,True
113,169;242;317;333,97634.652565,true,14,8,True,False
114,164;242;317;328,97719.911907,true,15,8,True,True
115,174;242;317;328,97682.164519,true,15,8,True,False
116,169;237;317;328,98106.702292,true,15,8,False,False
117,169;247;317;328,98099.265323,true,15,8,False,False
118,169;242;312;328,97780.064385,true,15,8,False,False
119,169;242;322;328,98550.552306,true,15,8,False,False
120,169;242;317;323,97264.199563,true,15,8,True,False
121,169;242;317;333,97634.652565,true,15,8,False,True
122,164;242;317;328,97719.911907,true,16,8,True,True
123,174;242;317;328,97682.164519,true,16,8,True,False
124,169;237;317;328,98106.702292,true,16,8,False,False
125,169;247;317;328,98099.265323,true,16,8,False,False
126,169;242;312;328,97780.064385,true,16,8,False,False
127,169;242;322;328,98550.552306,true,16,8,False,False
128,169;242;317;323,97264.199563,true,16,8,True,False
129,169;242;317;333,97634.652565,true,16,8,True,False
130,164;242;317;328,97719.911907,true,17,8,True,True
131,174;242;317;328,97682.164519,true,17,8,True,False
132,169;237;317;328,98106.702292,true,17,8,False,False
133,169;247;317;328,98099.265323,true,17,8,False,False
134,169;242;312;328,97780.064385,true,17,8,False,False
135,169;242;322;328,98550.552306,true,17,8,False,False
136,169;242;317;323,97264.199563,true,17,8,True,False
137,169;242;317;333,97634.652565,true,17,8,True,False
138,164;242;317;328,97719.911907,true,18,8,True,True
139,174;242;317;328,97682.164519,true,18,8,True,False
140,169;237;317;328,98106.702292,true,18,8,False,False
141,169;247;317;328,98099.265323,true,18,8,False,False
142,169;242;312;328,97780.064385,true,18,8,False,False
143,169;242;322;328,98550.552306,true,18,8,False,False
144,169;242;317;323,97264.199563,true,18,8,True,False
145,169;242;317;333,97634.652565,true,18,8,True,False
146,164;242;317;328,97719.911907,true,19,8,True,True
147,174;242;317;328,97682.164519,true,19,8,True,False
148,169;237;317;328,98106.702292,true,19,8,False,False
149,169;247;317;328,98099.265323,true,19,8,False,False
150,169;242;312;328,97780.064385,true,19,8,False,False
151,169;242;322;328,98550.552306,true,19,8,False,False
152,169;242;317;323,97264.199563,true,19,8,True,False
