improvement,eval,angles_deg,objective
0,1,150;165;348;358,107041.286707
1,2,145;165;348;358,105797.350920
2,5,150;170;348;358,105787.530942
3,9,150;165;348;3,104996.994773
4,11,150;165;348;8,104185.686119
5,12,145;165;348;3,104084.658863
6,14,150;160;348;3,103817.779158
7,23,150;160;348;8,103048.482485
8,24,145;160;348;3,102960.557397
9,26,140;160;348;3,98353.412406
10,41,140;160;348;8,98320.479993
11,43,140;160;348;13,97914.255271
12,51,140;160;348;18,97795.345598
13,59,140;160;348;23,97695.298384
14,70,140;155;348;23,97600.707855
15,74,140;150;348;23,96276.180940
16,85,140;150;353;23,96147.205003
17,91,140;150;358;23,95579.728648
18,99,140;150;3;23,95123.763158
