improvement,eval,angles_deg,objective
0,1,88;91;113;188,108990.411369
1,2,83;91;113;188,107227.301281
2,5,88;96;113;188,107194.928836
3,8,88;91;113;183,107133.947638
4,10,83;91;113;183,105688.606339
5,13,88;96;113;183,105511.528203
6,16,88;91;113;178,104842.518588
7,18,83;91;113;178,103337.338447
8,21,88;96;113;178,103212.473346
9,26,83;96;113;178,102289.357442
10,31,88;96;118;178,101800.527059
11,34,83;96;118;178,101149.222537
12,42,78;96;118;178,98951.859861
13,55,78;96;123;178,98138.802351
14,63,78;96;128;178,97250.980529
15,71,78;96;133;178,96765.933655
16,77,78;101;133;178,96650.456545
17,79,78;96;138;178,96204.081153
18,87,78;96;143;178,94537.666825
