improvement,eval,angles_deg,objective
0,1,70;75;125;255,105087.130205
1,2,65;75;125;255,104604.728711
2,3,70;80;125;255,103742.341248
3,11,70;80;130;255,102953.836018
4,14,65;80;125;255,102593.871355
5,16,60;80;125;255,101145.478821
6,24,55;80;125;255,100934.864192
7,29,60;80;130;255,100536.951776
8,33,60;80;135;255,98588.599740
9,41,60;80;140;255,95057.423574
10,67,66;80;141;256,94062.176295
11,75,61;80;141;256,93385.899934
12,81,56;80;141;256,93122.579538
13,111,49;94;141;254,93051.986597
14,116,44;94;141;254,92925.630747
15,122,39;94;141;254,92468.428232
16,130,34;94;141;254,92320.916143
