improvement,eval,angles_deg,objective
0,1,32;69;267;274,112558.309268
1,3,42;69;267;274,112042.219705
2,7,42;79;267;274,111934.199842
3,12,42;79;257;274,110998.564851
4,15,42;69;257;274,109993.580733
5,16,32;69;257;274,109569.520133
6,19,32;59;257;274,108910.297779
7,20,22;59;257;274,108733.573369
8,21,12;59;257;274,106866.312080
9,22,2;59;257;274,103005.397594
10,23,352;59;257;274,100210.537907
11,24,342;59;257;274,98535.704705
12,25,332;59;257;274,96056.580435
13,26,322;59;257;274,95050.945530
14,56,321;49;257;274,95042.912858
15,87,322;39;257;274,94797.598140
16,102,317;49;257;274,94779.391877
