improvement,eval,angles_deg,objective
0,1,20;35;55;220,150183.332532
1,3,20;35;65;220,133758.836576
2,5,20;35;75;220,124906.363031
3,6,10;35;75;220,118425.603521
4,8,10;35;75;230,117666.431318
5,9,0;35;75;230,110674.800472
6,14,350;35;75;230,107135.154282
7,15,340;35;75;230,103884.994685
8,16,330;35;75;230,101600.983145
9,19,330;35;75;220,101411.524769
10,25,330;35;85;220,100116.307355
11,29,330;35;95;220,97279.235284
12,31,330;35;105;220,95917.825978
13,37,330;35;105;230,95595.501089
14,44,330;25;105;230,95582.255380
15,51,330;15;105;230,94507.147918
