improvement,eval,angles_deg,objective
0,1,20;35;55;220,150183.332532
1,2,10;35;55;220,138409.230559
2,7,20;35;65;220,133758.836576
3,10,10;35;65;220,125568.408590
4,15,20;35;75;220,124906.363031
5,18,10;35;75;220,118425.603521
6,23,20;35;85;220,115930.760402
7,26,10;35;85;220,110762.323756
8,31,20;35;95;220,109811.831132
9,34,10;35;95;220,105558.281931
10,39,20;35;105;220,104911.279980
11,42,10;35;105;220,102482.289558
12,50,0;35;105;220,99160.952360
13,58,350;35;105;220,98963.699717
14,65,0;35;105;230,98590.164280
15,66,350;35;105;230,98583.551991
16,74,340;35;105;230,97273.959348
17,82,330;35;105;230,95595.501089
18,92,330;25;105;230,95582.255380
19,100,330;15;105;230,94507.147918
